date,order_date,ship_date,delivery_date,origin_city,destination_city,distance_km,transport_mode,carrier,product_id,supplier,demand_forecast,actual_sales,units_ordered,units_shipped,price_per_unit_INR,cost_per_unit_INR,transport_cost_INR,toll_charges_INR,gst_percent,gst_amount_INR,total_cost_INR,planned_lead_days,actual_lead_days,on_time_delivery,delay_days,damage_rate,return_rate,fuel_price_per_litre_INR,carbon_kg
2024-12-24,2024-12-24,2024-12-24,2024-12-24,Pune,Nashik,160,Road,Carrier-IN-01,SKU-IN-049,Supplier-IN-01,49,53,51,47,239.94,181.31,919.14,49.56,5.0,45.96,9536.23,1,0,1,-1,0.014,0.012,98.71,9.02
2024-07-23,2024-07-23,2024-07-24,2024-07-23,Mumbai,Pune,150,Road,Carrier-IN-04,SKU-IN-009,Supplier-IN-16,31,27,26,25,864.14,521.15,452.77,74.33,5.0,22.64,13578.49,2,0,1,-2,0.016,0.032,96.23,4.5
2024-04-27,2024-04-24,2024-04-26,2024-04-27,Kochi,Bengaluru,550,Rail,Carrier-IN-08,SKU-IN-045,Supplier-IN-09,38,38,39,36,622.89,450.92,1414.0,213.56,5.0,70.7,17931.38,2,3,0,1,0.005,0.025,99.04,9.9
2024-06-20,2024-06-20,2024-06-21,2024-06-20,Kochi,Bengaluru,550,Road,Carrier-IN-02,SKU-IN-050,Supplier-IN-06,35,34,37,34,1017.37,742.54,2272.39,223.31,5.0,113.62,27855.68,1,0,1,-1,0.003,0.016,97.53,22.44
2024-04-20,2024-04-20,2024-04-21,2024-04-20,Kochi,Bengaluru,550,Road,Carrier-IN-05,SKU-IN-037,Supplier-IN-13,37,34,38,35,975.59,665.5,2357.24,286.55,5.0,117.86,26054.15,1,0,1,-1,0.007,0.04,99.09,23.1
2024-07-22,2024-07-19,2024-07-23,2024-07-22,Mumbai,Delhi,1400,Road,Carrier-IN-04,SKU-IN-007,Supplier-IN-10,29,23,22,21,823.02,608.35,3550.4,274.53,5.0,177.52,16777.8,4,3,1,-1,0.01,0.027,96.27,35.28
2025-09-06,2025-09-03,2025-09-06,2025-09-06,Mumbai,Delhi,1400,Rail,Carrier-IN-10,SKU-IN-051,Supplier-IN-02,34,18,17,15,965.56,558.16,1501.16,254.26,5.0,75.06,10202.88,3,3,1,0,0.005,0.027,99.24,10.5
2025-06-29,2025-06-29,2025-06-29,2025-06-29,Kolkata,Patna,540,Road,Carrier-IN-02,SKU-IN-033,Supplier-IN-11,34,33,30,29,632.79,356.5,1938.58,237.67,5.0,96.93,12611.68,1,0,1,-1,0.006,0.037,101.32,18.79
2025-03-06,2025-03-04,2025-03-04,2025-03-06,Delhi,Agra,230,Road,Carrier-IN-06,SKU-IN-041,Supplier-IN-15,31,31,29,27,332.44,232.98,773.44,271.9,5.0,38.67,7374.47,2,2,1,0,0.008,0.038,102.58,7.45
2024-06-05,2024-06-04,2024-06-06,2024-06-05,Kolkata,Patna,540,Road,Carrier-IN-09,SKU-IN-042,Supplier-IN-09,33,34,37,34,586.96,387.81,2237.24,261.75,5.0,111.86,15796.39,2,1,1,-1,0.003,0.038,98.09,22.03
2025-07-05,2025-07-04,2025-07-04,2025-07-05,Delhi,Agra,230,Road,Carrier-IN-10,SKU-IN-018,Supplier-IN-11,37,32,33,31,429.32,250.86,881.61,212.85,5.0,44.08,8915.2,1,1,1,0,0.004,0.012,101.08,8.56
2024-03-29,2024-03-27,2024-03-29,2024-03-29,Bengaluru,Hyderabad,570,Rail,Carrier-IN-04,SKU-IN-049,Supplier-IN-15,45,38,38,35,1032.92,577.24,1424.43,277.64,5.0,71.22,21976.69,3,2,1,-1,0.0,0.027,99.0,9.97
2025-09-16,2025-09-14,2025-09-14,2025-09-16,Lucknow,Kanpur,90,Road,Carrier-IN-01,SKU-IN-032,Supplier-IN-11,28,26,24,23,615.44,345.26,253.59,97.26,5.0,12.68,8304.51,1,2,0,1,0.006,0.041,99.18,2.48
2025-05-14,2025-05-12,2025-05-12,2025-05-14,Pune,Nashik,160,Road,Carrier-IN-05,SKU-IN-022,Supplier-IN-09,33,33,31,28,843.32,612.09,558.81,57.3,5.0,27.94,17782.57,2,2,1,0,0.008,0.027,102.89,5.38
2024-10-09,2024-10-05,2024-10-06,2024-10-09,Ahmedabad,Surat,260,Road,Carrier-IN-04,SKU-IN-006,Supplier-IN-08,35,31,31,28,660.32,502.94,874.6,262.64,5.0,43.73,15263.29,2,4,0,2,0.008,0.02,95.23,8.74
2025-02-20,2025-02-18,2025-02-18,2025-02-20,Delhi,Agra,230,Road,Carrier-IN-04,SKU-IN-045,Supplier-IN-16,49,38,40,39,402.73,232.76,1114.24,245.06,5.0,55.71,10492.65,2,2,1,0,0.012,0.022,102.03,10.76
2025-05-17,2025-05-17,2025-05-18,2025-05-17,Delhi,Agra,230,Rail,Carrier-IN-02,SKU-IN-019,Supplier-IN-08,51,45,45,44,914.92,666.6,736.1,265.09,5.0,36.8,30368.39,2,0,1,-2,0.006,0.037,102.82,5.06
2024-09-06,2024-09-03,2024-09-03,2024-09-06,Bengaluru,Hyderabad,570,Road,Carrier-IN-06,SKU-IN-031,Supplier-IN-18,25,24,27,25,308.21,193.79,1710.86,235.13,5.0,85.54,6876.28,2,3,0,1,0.001,0.029,95.1,17.1
2024-12-18,2024-12-18,2024-12-19,2024-12-18,Kolkata,Patna,540,Air,Carrier-IN-09,SKU-IN-022,Supplier-IN-12,38,38,35,33,159.8,96.96,7246.68,224.48,5.0,362.33,11033.17,1,0,1,-1,0.004,0.039,98.33,106.92
2024-10-04,2024-10-03,2024-10-04,2024-10-04,Bengaluru,Hyderabad,570,Road,Carrier-IN-02,SKU-IN-047,Supplier-IN-07,26,30,31,29,1040.45,773.25,1985.09,273.93,5.0,99.25,24782.52,1,1,1,0,0.005,0.024,95.15,19.84
2024-05-02,2024-04-29,2024-04-29,2024-05-02,Jaipur,Ajmer,135,Road,Carrier-IN-03,SKU-IN-013,Supplier-IN-07,44,33,35,34,772.7,494.57,561.76,57.47,5.0,28.09,17462.7,2,3,0,1,0.007,0.016,98.98,5.51
2025-05-10,2025-05-08,2025-05-09,2025-05-10,Bengaluru,Hyderabad,570,Rail,Carrier-IN-09,SKU-IN-039,Supplier-IN-10,37,36,34,33,205.44,135.98,1369.24,296.87,5.0,68.46,6221.91,1,2,0,1,0.009,0.041,102.98,9.41
2024-07-17,2024-07-16,2024-07-17,2024-07-17,Bengaluru,Hyderabad,570,Road,Carrier-IN-03,SKU-IN-020,Supplier-IN-01,25,27,29,27,612.21,357.48,1860.28,194.0,5.0,93.01,11799.25,2,1,1,-1,0.007,0.026,96.46,18.47
2025-06-30,2025-06-28,2025-06-29,2025-06-30,Mumbai,Surat,280,Road,Carrier-IN-01,SKU-IN-036,Supplier-IN-10,38,33,34,32,337.17,238.64,1108.96,208.7,5.0,55.45,9009.59,2,2,1,0,0.01,0.01,101.28,10.75
2024-05-09,2024-05-06,2024-05-07,2024-05-09,Lucknow,Kanpur,90,Rail,Carrier-IN-08,SKU-IN-007,Supplier-IN-01,34,33,36,34,657.12,381.59,218.32,68.65,5.0,10.92,13271.95,3,3,1,0,0.009,0.029,98.85,1.53
2024-10-18,2024-10-18,2024-10-19,2024-10-18,Delhi,Agra,230,Road,Carrier-IN-06,SKU-IN-012,Supplier-IN-02,22,24,21,19,196.82,109.89,525.55,221.39,5.0,26.28,2861.13,1,0,1,-1,0.006,0.019,95.44,5.24
2025-05-04,2025-05-03,2025-05-04,2025-05-04,Mumbai,Delhi,1400,Rail,Carrier-IN-07,SKU-IN-032,Supplier-IN-03,48,42,38,35,1101.76,641.25,3568.74,276.52,5.0,178.44,26467.45,4,1,1,-2,0.01,0.045,103.09,24.5
2025-10-06,2025-10-06,2025-10-06,2025-10-06,Lucknow,Kanpur,90,Road,Carrier-IN-03,SKU-IN-052,Supplier-IN-19,24,32,36,33,911.41,541.35,364.12,47.8,5.0,18.21,18294.68,1,0,1,-1,0.003,0.04,99.33,3.56
2024-03-28,2024-03-27,2024-03-28,2024-03-28,Pune,Nashik,160,Road,Carrier-IN-07,SKU-IN-039,Supplier-IN-20,35,31,32,30,270.51,202.3,587.46,84.57,5.0,29.37,6770.4,2,1,1,-1,0.018,0.037,98.98,5.76
2024-08-19,2024-08-19,2024-08-19,2024-08-19,Ahmedabad,Surat,260,Road,Carrier-IN-08,SKU-IN-020,Supplier-IN-19,25,20,19,17,1055.09,691.97,531.46,280.09,5.0,26.57,12601.61,1,0,1,-1,0.015,0.029,95.4,5.3
2024-11-08,2024-11-07,2024-11-08,2024-11-08,Kochi,Bengaluru,550,Road,Carrier-IN-10,SKU-IN-048,Supplier-IN-04,25,20,18,17,944.59,632.36,1128.56,242.43,5.0,56.43,12177.54,1,1,1,0,0.007,0.021,96.17,11.22
2025-10-02,2025-10-02,2025-10-02,2025-10-02,Pune,Nashik,160,Road,Carrier-IN-02,SKU-IN-011,Supplier-IN-08,41,47,43,40,446.55,285.73,784.4,116.23,5.0,39.22,12369.05,1,0,1,-1,0.007,0.039,99.27,7.68
2025-07-19,2025-07-18,2025-07-21,2025-07-19,Mumbai,Delhi,1400,Road,Carrier-IN-07,SKU-IN-029,Supplier-IN-20,27,31,32,31,565.77,430.25,5352.0,253.53,5.0,267.6,19210.88,3,1,1,-2,0.004,0.03,100.53,52.08
2024-10-25,2024-10-25,2024-10-26,2024-10-25,Mumbai,Pune,150,Road,Carrier-IN-05,SKU-IN-045,Supplier-IN-15,28,21,22,20,531.88,382.16,361.15,108.33,5.0,18.06,8130.74,1,0,1,-1,0.006,0.03,95.64,3.6
2024-08-27,2024-08-26,2024-08-28,2024-08-27,Bengaluru,Hyderabad,570,Rail,Carrier-IN-10,SKU-IN-043,Supplier-IN-07,33,33,37,36,816.4,480.18,1438.12,279.57,5.0,71.91,19076.08,2,1,1,-1,0.011,0.02,95.24,10.26
2024-04-27,2024-04-26,2024-04-26,2024-04-27,Ahmedabad,Surat,260,Road,Carrier-IN-03,SKU-IN-059,Supplier-IN-09,30,23,26,24,461.31,351.14,763.93,237.13,5.0,38.2,9466.62,1,1,1,0,0.014,0.027,99.04,7.49
2024-03-14,2024-03-14,2024-03-14,2024-03-14,Mumbai,Pune,150,Road,Carrier-IN-05,SKU-IN-039,Supplier-IN-19,40,41,38,37,1017.28,583.05,678.25,67.68,5.0,33.91,22352.69,1,0,1,-1,0.006,0.034,98.68,6.66
2025-03-25,2025-03-23,2025-03-26,2025-03-25,Mumbai,Delhi,1400,Road,Carrier-IN-05,SKU-IN-045,Supplier-IN-13,48,48,53,49,182.67,131.53,8564.57,229.74,5.0,428.23,15667.51,3,2,1,-1,0.007,0.033,103.08,82.32
2025-05-27,2025-05-26,2025-05-27,2025-05-27,Ahmedabad,Surat,260,Road,Carrier-IN-02,SKU-IN-039,Supplier-IN-02,48,53,51,47,184.85,114.59,1521.68,255.39,5.0,76.08,7238.88,1,1,1,0,0.012,0.022,102.54,14.66
2024-11-26,2024-11-23,2024-11-25,2024-11-26,Kochi,Bengaluru,550,Road,Carrier-IN-02,SKU-IN-015,Supplier-IN-19,31,24,23,21,550.69,319.2,1400.21,238.68,5.0,70.01,8412.1,2,3,0,1,0.007,0.027,97.05,13.86
2024-01-22,2024-01-20,2024-01-22,2024-01-22,Lucknow,Kanpur,90,Rail,Carrier-IN-10,SKU-IN-003,Supplier-IN-06,34,33,36,33,1160.95,832.56,209.25,64.2,5.0,10.46,27758.39,2,2,1,0,0.01,0.046,96.3,1.49
2025-06-15,2025-06-14,2025-06-15,2025-06-15,Lucknow,Kanpur,90,Road,Carrier-IN-05,SKU-IN-012,Supplier-IN-19,22,19,19,17,464.92,335.18,189.91,106.97,5.0,9.5,6004.44,1,1,1,0,0.011,0.051,101.87,1.84
2025-10-12,2025-10-10,2025-10-10,2025-10-12,Delhi,Agra,230,Air,Carrier-IN-08,SKU-IN-023,Supplier-IN-14,34,29,30,29,414.92,249.22,2727.23,247.47,5.0,136.36,10338.44,1,2,0,1,0.01,0.034,99.44,40.02
2024-11-24,2024-11-21,2024-11-21,2024-11-24,Lucknow,Kanpur,90,Road,Carrier-IN-03,SKU-IN-022,Supplier-IN-14,28,19,20,19,1087.15,708.8,207.19,119.45,5.0,10.36,13804.2,2,3,0,1,0.005,0.036,96.94,2.05
2025-05-22,2025-05-22,2025-05-22,2025-05-22,Bengaluru,Hyderabad,570,Road,Carrier-IN-07,SKU-IN-053,Supplier-IN-18,47,43,48,46,930.77,620.3,3267.38,255.84,5.0,163.37,32220.39,1,0,1,-1,0.012,0.03,102.69,31.46
2025-04-10,2025-04-05,2025-04-05,2025-04-10,Mumbai,Delhi,1400,Road,Carrier-IN-06,SKU-IN-008,Supplier-IN-13,44,39,39,37,648.0,444.46,6472.41,253.63,5.0,323.62,23494.68,4,5,0,1,0.008,0.02,103.25,62.16
2024-01-02,2024-01-01,2024-01-01,2024-01-02,Lucknow,Kanpur,90,Rail,Carrier-IN-08,SKU-IN-027,Supplier-IN-02,42,39,38,35,797.92,459.75,220.57,15.13,5.0,11.03,16337.98,1,1,1,0,0.009,0.022,95.06,1.57
2025-06-14,2025-06-13,2025-06-14,2025-06-14,Chennai,Bengaluru,350,Road,Carrier-IN-08,SKU-IN-041,Supplier-IN-15,51,49,52,48,858.34,530.67,2085.65,262.59,5.0,104.28,27924.68,1,1,1,0,0.01,0.022,101.91,20.16
2024-07-27,2024-07-27,2024-07-27,2024-07-27,Bengaluru,Hyderabad,570,Road,Carrier-IN-05,SKU-IN-029,Supplier-IN-16,27,22,20,19,938.74,531.64,1306.68,230.5,5.0,65.33,11703.67,1,0,1,-1,0.016,0.017,96.09,13.0
2024-01-30,2024-01-29,2024-01-30,2024-01-30,Lucknow,Kanpur,90,Road,Carrier-IN-04,SKU-IN-046,Supplier-IN-06,42,35,37,35,1020.47,793.92,381.35,107.53,5.0,19.07,28295.15,1,1,1,0,0.008,0.009,96.77,3.78
2025-07-18,2025-07-16,2025-07-16,2025-07-18,Mumbai,Pune,150,Road,Carrier-IN-02,SKU-IN-015,Supplier-IN-04,27,28,30,29,1037.88,736.14,536.54,57.64,5.0,26.83,21969.07,1,2,0,1,0.013,0.029,100.57,5.22
2024-04-30,2024-04-28,2024-05-01,2024-04-30,Lucknow,Kanpur,90,Rail,Carrier-IN-08,SKU-IN-060,Supplier-IN-10,51,42,45,41,1084.13,599.34,263.47,77.75,5.0,13.17,24927.33,3,2,1,-1,0.005,0.043,99.0,1.84
2024-10-06,2024-10-04,2024-10-05,2024-10-06,Kolkata,Patna,540,Rail,Carrier-IN-08,SKU-IN-016,Supplier-IN-15,20,22,20,18,828.11,576.77,681.01,243.72,5.0,34.05,11340.64,3,2,1,-1,0.006,0.03,95.18,4.86
2024-05-28,2024-05-27,2024-05-27,2024-05-28,Kolkata,Patna,540,Road,Carrier-IN-10,SKU-IN-033,Supplier-IN-05,52,57,52,48,1170.63,705.37,3162.65,262.55,5.0,158.13,37441.09,1,1,1,0,0.007,0.027,98.36,31.1
2024-10-09,2024-10-08,2024-10-09,2024-10-09,Kolkata,Patna,540,Road,Carrier-IN-09,SKU-IN-018,Supplier-IN-01,15,12,13,12,1153.71,717.85,778.49,277.12,5.0,38.92,9708.73,1,1,1,0,0.006,0.029,95.23,7.78
2024-11-01,2024-10-30,2024-10-30,2024-11-01,Kochi,Bengaluru,550,Road,Carrier-IN-08,SKU-IN-056,Supplier-IN-05,29,29,29,27,409.25,304.02,1789.93,235.98,5.0,89.5,10323.95,1,2,0,1,0.004,0.019,95.89,17.82
2025-07-05,2025-07-03,2025-07-04,2025-07-05,Delhi,Agra,230,Road,Carrier-IN-09,SKU-IN-049,Supplier-IN-18,37,31,31,29,1193.54,898.11,824.73,308.75,5.0,41.24,27219.91,1,2,0,1,0.016,0.025,101.08,8.0
2025-04-11,2025-04-11,2025-04-12,2025-04-11,Chennai,Bengaluru,350,Rail,Carrier-IN-04,SKU-IN-037,Supplier-IN-13,39,43,42,40,189.88,137.01,1020.43,252.27,5.0,51.02,6804.12,1,0,1,-1,0.011,0.024,103.25,7.0
2025-02-24,2025-02-23,2025-02-23,2025-02-24,Mumbai,Pune,150,Road,Carrier-IN-08,SKU-IN-046,Supplier-IN-13,56,54,60,58,544.1,335.02,1081.64,58.24,5.0,54.08,20625.12,1,1,1,0,0.012,0.03,102.21,10.44
2025-10-29,2025-10-29,2025-10-31,2025-10-29,Mumbai,Surat,280,Road,Carrier-IN-01,SKU-IN-009,Supplier-IN-17,18,10,10,9,996.92,657.56,309.85,226.17,5.0,15.49,6469.55,2,0,1,-2,0.008,0.038,99.93,3.02
2024-12-05,2024-12-03,2024-12-04,2024-12-05,Mumbai,Delhi,1400,Rail,Carrier-IN-08,SKU-IN-007,Supplier-IN-17,31,27,28,27,877.16,509.56,2679.74,208.61,5.0,133.99,16780.46,3,2,1,-1,0.014,0.019,97.55,18.9
2024-01-16,2024-01-15,2024-01-15,2024-01-16,Jaipur,Ajmer,135,Road,Carrier-IN-03,SKU-IN-005,Supplier-IN-16,46,42,44,40,155.95,119.38,651.05,94.58,5.0,32.55,5553.38,1,1,1,0,0.01,0.039,95.94,6.48
2024-12-12,2024-12-10,2024-12-11,2024-12-12,Kochi,Bengaluru,550,Road,Carrier-IN-02,SKU-IN-055,Supplier-IN-11,18,10,9,8,266.55,196.15,535.84,268.26,5.0,26.79,2400.09,2,2,1,0,0.009,0.02,97.97,5.28
2025-06-30,2025-06-30,2025-06-30,2025-06-30,Kolkata,Patna,540,Air,Carrier-IN-08,SKU-IN-056,Supplier-IN-18,40,35,34,31,445.05,327.02,6906.25,271.02,5.0,345.31,17660.2,0,0,1,0,0.008,0.034,101.28,100.44
2025-09-24,2025-09-24,2025-09-25,2025-09-24,Mumbai,Delhi,1400,Road,Carrier-IN-05,SKU-IN-015,Supplier-IN-03,26,25,24,23,279.07,210.53,3945.14,255.52,5.0,197.26,9240.11,3,0,1,-2,0.01,0.041,99.2,38.64
2024-04-10,2024-04-08,2024-04-10,2024-04-10,Lucknow,Kanpur,90,Rail,Carrier-IN-02,SKU-IN-029,Supplier-IN-06,43,36,35,33,275.95,209.96,212.16,126.71,5.0,10.61,7278.16,3,2,1,-1,0.006,0.024,99.1,1.49
2024-11-02,2024-11-02,2024-11-02,2024-11-02,Mumbai,Pune,150,Road,Carrier-IN-01,SKU-IN-019,Supplier-IN-12,27,25,24,23,215.82,160.36,415.93,113.77,5.0,20.8,4238.78,1,0,1,-1,0.008,0.029,95.93,4.14
2025-03-17,2025-03-16,2025-03-16,2025-03-17,Mumbai,Surat,280,Road,Carrier-IN-07,SKU-IN-037,Supplier-IN-06,39,32,36,35,271.82,152.15,1222.51,253.33,5.0,61.13,6862.22,1,1,1,0,0.011,0.02,102.91,11.76
2024-06-28,2024-06-27,2024-06-28,2024-06-28,Mumbai,Delhi,1400,Road,Carrier-IN-07,SKU-IN-040,Supplier-IN-08,41,43,39,37,1154.64,767.94,6284.69,181.11,5.0,314.23,35193.81,3,1,1,-2,0.014,0.034,97.21,62.16
2025-08-20,2025-08-18,2025-08-19,2025-08-20,Mumbai,Surat,280,Road,Carrier-IN-05,SKU-IN-030,Supplier-IN-09,21,25,27,26,830.1,608.58,893.34,245.07,5.0,44.67,17006.16,2,2,1,0,0.01,0.025,99.52,8.74
2024-01-10,2024-01-10,2024-01-11,2024-01-10,Delhi,Agra,230,Rail,Carrier-IN-09,SKU-IN-011,Supplier-IN-03,35,32,35,34,721.0,413.11,548.96,273.66,5.0,27.45,14895.81,2,0,1,-2,0.008,0.018,95.57,3.91
2024-12-19,2024-12-17,2024-12-17,2024-12-19,Kochi,Bengaluru,550,Road,Carrier-IN-07,SKU-IN-045,Supplier-IN-09,33,31,31,30,694.98,490.54,2013.56,228.3,5.0,100.68,17058.74,1,2,0,1,0.007,0.025,98.39,19.8
2024-11-05,2024-11-05,2024-11-05,2024-11-05,Pune,Nashik,160,Air,Carrier-IN-08,SKU-IN-007,Supplier-IN-08,28,21,19,18,498.7,313.49,1158.05,101.94,5.0,57.9,6960.71,1,0,1,-1,0.013,0.014,96.05,17.28
2025-08-08,2025-08-08,2025-08-09,2025-08-08,Chennai,Bengaluru,350,Road,Carrier-IN-05,SKU-IN-002,Supplier-IN-13,29,24,21,19,408.93,270.44,817.31,299.84,5.0,40.87,6296.38,1,0,1,-1,0.01,0.028,99.84,7.98
2024-01-09,2024-01-08,2024-01-08,2024-01-09,Kochi,Bengaluru,550,Rail,Carrier-IN-01,SKU-IN-059,Supplier-IN-20,33,39,42,39,911.91,631.53,1505.25,221.82,5.0,75.26,26432.0,3,1,1,-2,0.011,0.039,95.5,10.72
2025-05-23,2025-05-23,2025-05-24,2025-05-23,Bengaluru,Hyderabad,570,Rail,Carrier-IN-04,SKU-IN-039,Supplier-IN-12,40,37,35,33,1084.65,773.11,1367.13,245.33,5.0,68.36,27193.45,1,0,1,-1,0.013,0.02,102.66,9.41
2025-10-13,2025-10-12,2025-10-14,2025-10-13,Pune,Nashik,160,Road,Carrier-IN-03,SKU-IN-041,Supplier-IN-04,34,27,28,27,655.4,495.79,529.96,92.08,5.0,26.5,14034.87,2,1,1,-1,0.011,0.032,99.46,5.18
2025-10-23,2025-10-22,2025-10-22,2025-10-23,Mumbai,Pune,150,Road,Carrier-IN-08,SKU-IN-003,Supplier-IN-19,23,19,21,19,982.22,745.32,350.09,80.57,5.0,17.5,14609.24,1,1,1,0,0.013,0.025,99.73,3.42
2024-05-14,2024-05-12,2024-05-13,2024-05-14,Mumbai,Delhi,1400,Rail,Carrier-IN-06,SKU-IN-048,Supplier-IN-14,51,47,53,51,1047.97,721.74,5091.71,266.4,5.0,254.59,42421.44,2,2,1,0,0.007,0.033,98.75,35.7
2024-07-24,2024-07-19,2024-07-21,2024-07-24,Mumbai,Surat,280,Rail,Carrier-IN-06,SKU-IN-034,Supplier-IN-17,29,21,23,21,1096.45,641.84,414.07,206.1,5.0,20.7,14119.51,2,5,0,3,0.004,0.012,96.2,2.94
2024-06-17,2024-06-14,2024-06-16,2024-06-17,Bengaluru,Hyderabad,570,Rail,Carrier-IN-08,SKU-IN-052,Supplier-IN-10,48,48,49,46,839.46,508.12,1859.72,221.38,5.0,92.99,25547.61,3,3,1,0,0.006,0.035,97.65,13.11
2024-12-12,2024-12-09,2024-12-10,2024-12-12,Mumbai,Delhi,1400,Road,Carrier-IN-02,SKU-IN-010,Supplier-IN-08,44,35,37,35,598.88,374.33,5967.32,255.2,5.0,298.37,19622.44,4,3,1,-1,0.008,0.037,97.97,58.8
2025-02-10,2025-02-08,2025-02-10,2025-02-10,Ahmedabad,Surat,260,Road,Carrier-IN-07,SKU-IN-001,Supplier-IN-09,47,39,36,34,1047.78,626.18,1095.59,271.29,5.0,54.78,22711.78,2,2,1,0,0.006,0.04,101.56,10.61
2024-05-06,2024-05-03,2024-05-05,2024-05-06,Delhi,Agra,230,Road,Carrier-IN-05,SKU-IN-038,Supplier-IN-13,48,48,49,47,769.95,434.33,1322.56,224.67,5.0,66.13,22026.87,2,3,0,1,0.013,0.026,98.91,12.97
2025-01-15,2025-01-12,2025-01-14,2025-01-15,Mumbai,Delhi,1400,Road,Carrier-IN-08,SKU-IN-002,Supplier-IN-20,25,29,29,28,790.11,597.39,4823.48,272.03,5.0,241.17,22063.6,4,3,1,-1,0.007,0.017,100.08,47.04
2024-12-01,2024-11-30,2024-12-02,2024-12-01,Kochi,Bengaluru,550,Road,Carrier-IN-02,SKU-IN-041,Supplier-IN-15,46,49,51,49,232.38,156.91,3271.51,265.68,5.0,163.58,11389.36,2,1,1,-1,0.002,0.029,97.32,32.34
2024-11-05,2024-11-05,2024-11-05,2024-11-05,Lucknow,Kanpur,90,Road,Carrier-IN-03,SKU-IN-003,Supplier-IN-02,29,29,27,26,969.77,691.4,282.27,74.57,5.0,14.11,18347.35,1,0,1,-1,0.008,0.046,96.05,2.81
2025-05-19,2025-05-15,2025-05-17,2025-05-19,Mumbai,Delhi,1400,Road,Carrier-IN-09,SKU-IN-009,Supplier-IN-13,51,51,56,52,512.61,321.5,9075.39,278.13,5.0,453.77,26525.29,3,4,0,1,0.016,0.007,102.77,87.36
2025-01-14,2025-01-10,2025-01-12,2025-01-14,Lucknow,Kanpur,90,Rail,Carrier-IN-09,SKU-IN-027,Supplier-IN-19,36,33,29,28,280.6,205.8,180.83,90.89,5.0,9.04,6043.16,3,4,0,1,0.012,0.018,100.02,1.26
2024-06-07,2024-06-07,2024-06-07,2024-06-07,Kolkata,Patna,540,Road,Carrier-IN-08,SKU-IN-040,Supplier-IN-14,56,50,53,52,338.22,248.25,3420.48,282.91,5.0,171.02,16783.41,1,0,1,-1,0.01,0.03,98.02,33.7
2024-02-03,2024-02-02,2024-02-03,2024-02-03,Jaipur,Ajmer,135,Road,Carrier-IN-08,SKU-IN-029,Supplier-IN-08,43,46,42,39,1132.06,844.13,638.09,83.06,5.0,31.9,33674.12,1,1,1,0,0.008,0.029,96.99,6.32
2024-04-11,2024-04-11,2024-04-12,2024-04-11,Lucknow,Kanpur,90,Road,Carrier-IN-06,SKU-IN-004,Supplier-IN-13,48,39,38,37,574.75,325.15,407.81,107.96,5.0,20.39,12566.71,1,0,1,-1,0.014,0.016,99.11,4.0
2024-07-13,2024-07-09,2024-07-09,2024-07-13,Mumbai,Delhi,1400,Rail,Carrier-IN-08,SKU-IN-006,Supplier-IN-07,21,21,23,22,781.16,607.57,2173.36,244.96,5.0,108.67,15893.53,4,4,1,0,0.004,0.029,96.61,15.4
2025-10-16,2025-10-16,2025-10-16,2025-10-16,Kochi,Bengaluru,550,Air,Carrier-IN-01,SKU-IN-051,Supplier-IN-11,42,44,44,41,567.49,346.61,9224.3,206.51,5.0,461.21,24103.03,0,0,1,0,0.005,0.018,99.53,135.3
2024-05-08,2024-05-06,2024-05-07,2024-05-08,Kochi,Bengaluru,550,Road,Carrier-IN-09,SKU-IN-014,Supplier-IN-19,44,42,38,36,804.83,562.7,2421.98,280.41,5.0,121.1,23080.69,1,2,0,1,0.012,0.053,98.87,23.76
2024-08-26,2024-08-25,2024-08-26,2024-08-26,Chennai,Bengaluru,350,Rail,Carrier-IN-10,SKU-IN-001,Supplier-IN-09,23,17,17,15,1136.01,626.55,367.96,289.0,5.0,18.4,10073.61,1,1,1,0,0.006,0.045,95.25,2.62
2024-05-13,2024-05-13,2024-05-13,2024-05-13,Ahmedabad,Surat,260,Road,Carrier-IN-03,SKU-IN-008,Supplier-IN-01,47,43,40,38,1175.86,674.28,1207.95,244.77,5.0,60.4,27135.76,1,0,1,-1,0.01,0.031,98.77,11.86
2024-01-16,2024-01-16,2024-01-17,2024-01-16,Chennai,Bengaluru,350,Rail,Carrier-IN-04,SKU-IN-038,Supplier-IN-11,49,48,51,47,836.69,617.67,1156.91,242.74,5.0,57.85,30487.99,1,0,1,-1,0.005,0.02,95.94,8.22
2024-06-27,2024-06-27,2024-06-28,2024-06-27,Bengaluru,Hyderabad,570,Road,Carrier-IN-07,SKU-IN-034,Supplier-IN-04,28,30,27,26,1030.42,757.53,1798.41,256.2,5.0,89.92,21840.31,2,0,1,-2,0.002,0.029,97.25,17.78
2024-03-06,2024-03-06,2024-03-07,2024-03-06,Delhi,Agra,230,Road,Carrier-IN-06,SKU-IN-033,Supplier-IN-19,47,48,53,52,1052.82,587.53,1459.89,290.88,5.0,72.99,32375.32,1,0,1,-1,0.012,0.018,98.44,14.35
2025-04-07,2025-04-07,2025-04-08,2025-04-07,Ahmedabad,Surat,260,Road,Carrier-IN-10,SKU-IN-003,Supplier-IN-17,40,41,41,37,466.1,310.24,1201.9,229.31,5.0,60.09,12970.18,1,0,1,-1,0.006,0.019,103.23,11.54
